Carimbo de data/hora,1) Qual o seu sexo?,2) Qual sua idade?,4) Qual o seu curso de graduação?,5) Em que ano você ingressou nesse curso?,6) Qual o período/ano você está matriculado?,7) Qual o turno do seu curso?,8) Você exerce atividade remunerada?,9) O que você poderia dizer sobre suas atuações na área da computação?,10) Quais motivos o levaram a escolher o curso?,"11) Agora que você está na graduação, quais motivos o fazem continuar?","12) Agora que você está na graduação, suas perspectivas com o conteúdo do curso mudaram?",13) Quantas horas por dia você se dedica aos estudos fora do horário de aula?,14) Você tem dificuldade de organizar seu tempo para os estudos?,15) Você costuma estudar pelos livros e outros materiais sugeridos pelo professor?,16) Como você classifica sua dedicação ao curso?,17) Quais são suas maiores dificuldades no curso? ,18) Quais das grandes áreas da computação você encontra/encontrou maior dificuldade?,19) Você acha seu curso difícil? ,20) Você tem dificuldade em  imaginar e implementar um algoritmo para solucionar um problema apresentado?,21) Você procura o professor fora do horário das aulas?,22) Quantas vezes você reprovou?,23) Você conseguiu ser aprovado em disciplinas que reprovou anteriormente?,24) Quais os principais motivos que contribuíram para sua reprovação? ,"25) Na sua opinião, por que é comum ocorrerem reprovações nos cursos de graduação em computação? ",26) Que sugestões você daria para diminuir as reprovações no curso?,27) Como a estrutura física da sua Instituição interfere no seu desempenho acadêmico?,28) Qual sua renda familiar média?,29) Qual o meio de transporte geralmente utilizado para se deslocar para a instituição?,30) Você possui algum tipo de bolsa-auxílio/financiamento estudantil que contribua para sua permanência no curso?,"31) Em seu ambiente residencial, você possui recursos (computador, internet, etc) para estudar/aplicar o conhecimento recebido no seu curso?",32) Você acredita que a sua formação pode transformar sua atual realidade sócio-econômica?,33) Você visualiza atualmente oportunidades de atuação profissional em sua área de formação?,34) Você acredita que a formação que está recebendo será um diferencial para o ingresso no mercado de trabalho?,"35)  No futuro, após você se formar, como você acredita que será o mercado de trabalho na sua área?",36) Você acha que o curso prepara os alunos adequadamente para o mercado de trabalho?,"37) Em algum momento durante seu curso de Computação, você pensou em desistir dos estudos?","38) Se você pudesse refazer sua opção de curso, escolheria  novamente o seu curso?",39) Você já sofreu ou vivenciou algum tipo de discriminação? Conte o que ocorreu.,40)  Qual a instituição  que você cursou no ensino médio?
7/8/2020 2:01:00,Masculino,26,Ciência da Computação - Unioeste,,6º período / 3º ano,Integral,Não,"Estou tentando uma vaga na área, mas não estou conseguindo.","Gosto de jogos, internet e computador, Emprego futuro, O curso é na cidade em que moro, O curso é gratuito / consegui bolsa, Acredito que o curso é adequado ao meu perfil.","Emprego futuro, O curso é na cidade em que moro, O curso é gratuito / consegui bolsa, O curso é adequado ao meu perfil.",Razoavelmente,Mais de 3 horas,Frequentemente,Sim,Mediana,"Conteúdo das disciplinas, Tempo para estudar, Metodologias utilizadas pelos professores","Matemática da Computação (matemática simbólica, cálculo, modelos análicos e de simulação)",Completamente,Pouca,"Sim, algumas vezes",17,A maioria,"Disciplina muito difícil, Dificuldade para entender as explicações do professor, Trabalhos difíceis ou extensos, Provas abstratas, Não consegui nota suficiente","Além das matérias serem difíceis a ponto de exigirem dedicação total do aluno, existem professores que parecem se esforçar para deixá-la mais difícil, se orgulhando do fato que uma minoria passa em suas matérias.","Uma abordagem mais simples à matérias e professores com maiores históricos de reprovação, de maneira que alguém mais leigo que o próprio professor possa entender.","Não percebo que interfira muito, tanto de maneira negativa quanto positiva.","De R$3000,00 a R$5000,00",A pé,Não,Sim,Sim,Sim,Sim,Promissor,"Definitivamente não. Aprendemos o geral de toda a teoria, mas raramente algo que é utilizado por empresas no dia-a-dia. ",Sim,Não,"Pela minha habilidade de me comunicar na frente da turma, por um professor.",Privado (particular)
7/8/2020 2:54:57,Masculino,32,TADS (tecnologia em análise e desenvolvimento de sistemas) - IFPR Cascavel,2020,1º período / 1ºano,Noturno,Sim,Já trabalhei ou estagiei na área da computação antes de entrar no curso.,"Gosto de jogos, internet e computador, Emprego futuro, Realização de cursos técnicos, O curso é na cidade em que moro, O curso é gratuito / consegui bolsa, Acredito que o curso é adequado ao meu perfil.","Experiência profissional, Gosto de jogos, internet e computador, Emprego futuro, Realização de cursos técnicos, Oportunidades que a universidade apresenta (ex: estágio, projeto de pesquisa, etc), O curso é na cidade em que moro, O curso é gratuito / consegui bolsa, O curso é adequado ao meu perfil.",Razoavelmente,menos que 1 hora,Frequentemente,Sim,Mediana,"Problemas familiares, pessoais ou falta de motivação","Metodologia e Técnicas da Computação (Linguagens de Programação, Engenharia de Software, Banco de Dados)",Razoavelmente,Pouca,Não,Nenhuma,Nunca reprovei,Nunca reprovei,Pela dificuldade do curso ,Mais aulas práticas ,Em nada,"De R$1000,00 a R$3000,00",Carro,Não,Sim,Não saberia dizer,Sim,Sim,Promissor,Em parte ,Sim,Sim,Não ,Técnico subsequente em Informática
7/8/2020 8:25:59,Masculino,27,Ciência da Computação - Unioeste,2015,5º período / 3º ano,Integral,Sim,Já trabalhei ou estagiei na área da computação antes de entrar no curso.,"Gosto de jogos, internet e computador, Emprego futuro, Realização de cursos técnicos, Acredito que o curso é adequado ao meu perfil.","Experiência profissional, Emprego futuro, Realização de cursos técnicos, Oportunidades que a universidade apresenta (ex: estágio, projeto de pesquisa, etc), Gosto do Curso, Desafio / Motivação pessoal",Razoavelmente,menos que 1 hora,Frequentemente,Estudo pelos slides e pelas anotações das aulas que assisto.,Mediana,"Conteúdo das disciplinas, Falta de contato entre professor e aluno para sanar dúvidas, Metodologias utilizadas pelos professores, Problemas familiares, pessoais ou falta de motivação, Falta de abstração","Teoria da Computação (análise de algoritmos, lógica, computabilidade, linguagens formais)",Completamente,Não,"Sim, algumas vezes",2,"Sim, todas","Disciplina muito difícil, Dificuldade para entender as explicações do professor, Provas abstratas, Avaliações incompatíveis com a matéria dada, Motivos pessoais",A competição de dar a prova/matéria mais difícil entre os professores.,Melhor didática e apoio psicológico aos acadêmicos.,"Interfere muito, pois há muito barulho externo, não há ar condicionado ou seja não da pra se concentrar por muito tempo por ficar se incomodando com frio/calor.","De R$5000,00 a R$7000,00",Carro,Sim,Sim,Sim,Sim,Sim,Muito promissor,Não.,Não,Sim,Não.,Público
7/8/2020 8:44:07,Masculino,20,Ciência da Computação - Unioeste,2018,5º período / 3º ano,Integral,Não,Nunca trabalhei na área.,"Gosto de jogos, internet e computador, Emprego futuro, Acredito que o curso é adequado ao meu perfil.","incentivo da família e/ou amigos, Emprego futuro, Oportunidades que a universidade apresenta (ex: estágio, projeto de pesquisa, etc), Interação com os colegas do curso, Interação com os professores do curso, Gosto do Curso, Desafio / Motivação pessoal, O curso é gratuito / consegui bolsa, O curso é adequado ao meu perfil.",Bastante,entre 2 e 3 horas,Às vezes,Sim,A máxima possível,"Metodologias utilizadas pelos professores, Falta de abstração","Metodologia e Técnicas da Computação (Linguagens de Programação, Engenharia de Software, Banco de Dados)",Razoavelmente,Pouca,"Sim, sempre que tenho dúvidas",Nenhuma,Nunca reprovei,Nunca reprovei,"A maioria dos alunos não se adequam ao ritmo do curso. Acho que eles ainda vem com uma mentalidade do ensino médio onde você consegue ir bem nas matérias apenas assistindo as aulas ou estudando um dia antes das provas, o que não funciona com a maioria das matérias. Eu por exemplo me adequei ao curso após ir mal nas primeiras provas do curso, depois do acontecimento passei a dedicar cerca de 10 horas diárias para estudo nos dias de semana e às vezes usar meus finais de semana para estudar quando tenho provas, e isso resolveu todos meus problemas com desempenho. Além disso, alguns realmente tem dificuldade com as matérias por causa da metodologia usada por alguns professores, mas acho que isso pode ser compensado com mais estudo e fazer exercícios para fixar o conteúdo, claro que também cabe aos professores o bom senso de aceitar críticas à sua metodologia quando estas são dadas e não justificar falhas nela com ""não tem outro jeito de conduzir a disciplina e vai continuar sendo assim"" e continuar se fazendo de desentendido quando perguntam por que sua matéria tem 60% de reprovação.","Acho que grupos de estudo seriam muito úteis para incentivar os alunos à se dedicarem mais, isso já foi feito mas não teve continuidade, foi uma iniciativa dos próprios alunos talvez se tivesse um incentivo dos professores ou da instituição pudesse dar certo.","Acho que não altera muito, por mais que não seja a ideal acho que cumpre o seu dever. ","De R$7000,00 a R$9000,00",A pé,Sim,Sim,Sim,Sim,Sim,Não sei dizer,"Sim, visitei algumas empresas e muitas delas tinham programadores da UNIOESTE  nas suas equipes e os mesmos geralmente eram elogiados pelo trabalho prestado",Sim,Sim,"Visto que sou branco, cisgênero, de classe média e não sou portador de nenhuma deficiência a probabilidade de isso acontecer é baixíssima. A única vez que algo do tipo aconteceu foi quando uma colega de turma revelou em público que eu não era heterosexual isso me deixou muito desconfortável pois na época eu ainda não me sentia confortavel em relação a isso. Isso aconteceu já faz tempo, não consigo lembrar se foi na UNIOESTE ou não",Privado (particular)
7/8/2020 10:01:51,Masculino,25,TADS (tecnologia em análise e desenvolvimento de sistemas) - IFPR Cascavel,2020,1º período / 1ºano,Noturno,Sim,Já trabalhei ou estagiei na área da computação antes de entrar no curso.,Melhora no curriculo,O curso é adequado ao meu perfil.,Não,nenhuma,Não,Não,Não me dedico,"Metodologias utilizadas pelos professores, Perceber a aplicabilidade dos conteúdos","Matemática da Computação (matemática simbólica, cálculo, modelos análicos e de simulação)",Não,Não,"Sim, sempre que tenho dúvidas",Nenhuma,Nunca reprovei,Nunca reprovei,Excesso de informações desnecessarias.,Menos teorias e mais pratica.,Nos dando tudo que precisamos facilita.,"De R$1000,00 a R$3000,00",Moto,Não,Não,Não,Sim,Parcialmente,Promissor,"Não, o curso foca muito em areas desnecessarias e nas areas necessarias passa pouco conteudo.",Não,Não,"Sim, discriminação por discordar de ideias.",Público
7/8/2020 10:58:07,Masculino,32,TADS (tecnologia em análise e desenvolvimento de sistemas) - IFPR Cascavel,2019,3º período / 2º ano,Noturno,Sim,Sempre trabalhei na área.,Experiência profissional,"Emprego futuro, Gosto do Curso, Desafio / Motivação pessoal, O curso é na cidade em que moro, O curso é adequado ao meu perfil.",Bastante,entre 1 e 2 horas,Às vezes,Sim,Mediana,"Tempo para estudar, Falta de abstração","Matemática da Computação (matemática simbólica, cálculo, modelos análicos e de simulação)",Razoavelmente,Pouca,"Sim, algumas vezes",Nenhuma,Nunca reprovei,Nunca reprovei,"Dificuldades em entender o que os professores estão ensinando(em alguns casos), e o aluno com medo, não procurar a ajuda do professor","Desmitificar que o professor está lá para ""ferrar"" com o aluno ","Na Instituição de ensino que estudo a estrutura é tudo , pois muitos alunos não tem o recurso para o estudo da área , e a Instituição possui equipamentos de ponta para o curso","De R$5000,00 a R$7000,00",Carro,Não,Sim,Sim,Sim,Parcialmente,Muito promissor,"Sim , o foco do curso é esse , tanto que temos práticas de laboratório já no primeiro ano do curso ",Não,Sim,Não ,Privado (particular)
7/8/2020 11:16:30,Masculino,32,TADS (tecnologia em análise e desenvolvimento de sistemas) - IFPR Cascavel,2019,3º período / 2º ano,Noturno,Sim,Já trabalhei ou estagiei na área da computação antes de entrar no curso.,"Experiência profissional, Emprego futuro, Realização de cursos técnicos, Acredito que o curso é adequado ao meu perfil.","Experiência profissional, Emprego futuro, Interação com os colegas do curso, Interação com os professores do curso, Gosto do Curso, O curso é na cidade em que moro",Razoavelmente,entre 1 e 2 horas,Às vezes,Estudo pelos slides e pelas anotações das aulas que assisto.,Mediana,"Tempo para estudar, Recursos financeiros, Falta de abstração","Teoria da Computação (análise de algoritmos, lógica, computabilidade, linguagens formais), Matemática da Computação (matemática simbólica, cálculo, modelos análicos e de simulação)",Bastante,Razoavelmente,"Sim, algumas vezes",Nenhuma,Nunca reprovei,Nunca reprovei,Dificuldade de compreensão,poderia melhorar a união entre os colegas,"instituição oferece internet, biblioteca com computadores e livros, estrutura muito boa","De R$1000,00 a R$3000,00",Moto,Não,Sim,Sim,Sim,Sim,Promissor,"sim, excelentes professores onde procuraram sempre passar o conteúdo, principalmente, linguagens mais atualizadas",Sim,Sim,não,Privado (particular)
7/8/2020 14:20:56,Masculino,20,Ciência da Computação - Unioeste,2018,5º período / 3º ano,Integral,Não,Nunca trabalhei na área.,"Gosto de jogos, internet e computador, Acredito que o curso é adequado ao meu perfil.","Emprego futuro, Oportunidades que a universidade apresenta (ex: estágio, projeto de pesquisa, etc), Interação com os colegas do curso, Interação com os professores do curso, Gosto do Curso, O curso é na cidade em que moro",Muito Pouco,entre 2 e 3 horas,Quase sempre,Estudo pelos slides e pelas anotações das aulas que assisto.,Mediana,"Conteúdo das disciplinas, Tempo para estudar","Metodologia e Técnicas da Computação (Linguagens de Programação, Engenharia de Software, Banco de Dados)",Razoavelmente,Razoavelmente,"Sim, algumas vezes",1,"Sim, todas","Dificuldade para entender as explicações do professor, Não consegui nota suficiente",Pq as pessoas que n fizeram técnico ou um ensino médio focado na área tem um ideia diferente de como é o curso.,Informar como realmente é o curso e mudar a metodologia de ensino.,Não interfere.,"De R$1000,00 a R$3000,00",Transporte público,Sim,Sim,Não saberia dizer,Sim,Sim,Promissor,Mais ou menos.,Sim,Sim,Não.,Privado (particular)
7/8/2020 17:13:41,Feminino,22,Ciência da Computação - Unioeste,2016,5º período / 3º ano,Integral,Não,Só consegui trabalho ou estágio com computação após o ingresso no curso.,"Sugestão da família e/ou amigos, Gosto de jogos, internet e computador, Emprego futuro, O curso é gratuito / consegui bolsa","Experiência profissional, incentivo da família e/ou amigos, Gosto de jogos, internet e computador, Emprego futuro, Oportunidades que a universidade apresenta (ex: estágio, projeto de pesquisa, etc), O curso é gratuito / consegui bolsa",Bastante,entre 2 e 3 horas,Frequentemente,Estudo pelos slides e pelas anotações das aulas que assisto.,Mediana,"Conteúdo das disciplinas, Tempo para estudar, Metodologias utilizadas pelos professores, Problemas familiares, pessoais ou falta de motivação, Falta de abstração","Teoria da Computação (análise de algoritmos, lógica, computabilidade, linguagens formais), Matemática da Computação (matemática simbólica, cálculo, modelos análicos e de simulação), Sistemas de Computação (Hardware, Arquitetura de Sistemas de Computação)",Bastante,Razoavelmente,"Sim, algumas vezes",9,A maioria,"Disciplina muito difícil, Trabalhos difíceis ou extensos, Não consegui nota suficiente","Porque as disciplinas do cursos são difíceis, assim como as provas. Que inclusive acredito que uma prova não é o suficiente para avaliar o conhecimento e esforço do aluno, pois o aluno pode estar mal no dia da avaliação (dor de cabeça, por exemplo) ou ter passados por problemas pessoais que com certeza vão atrapalhar no desempenho desta prova. Nesses casos, é interessante a utilização de trabalhos para ajudar com a nota, mas o que acontece é que na maioria das vezes esses trabalhos acabam prejudicando ainda mais em relação à nota, ou por ser demasiadamente complexo é o aluno ter muita dificuldade em fazer, ou ser demasiadamente longo, e as vezes acontece as duas coisas ao mesmo tempo. Ainda com relação a esses trabalhos muito complexos, já aconteceu (comigo, inclusive, e também com colegas) de passar tanto tempo fazendo o trabalho que acabou sobrando muito pouco ou quase nada de tempo para se dedicar aos estudos para a prova. E isso prejudica muito as notas, o que acaba levando a possíveis reprovações.","- Passar mais atividades que valem nota e não depender exclusivamente das provas para avaliar o conhecimento do aluno, que é o que acontece em algumas disciplinas do curso;
- Considerar também o esforço do aluno em tentar aprender o conteúdo e fazer as atividades ao invés de só avaliar se ele tirou ou não uma nota ótima no curso;
- Não ficar descontando nota por coisas pouco ou nada importantes, sendo que a resposta final ou o programa feito está funcionando corretamente, como foi solicitado;
- O professor não cobrar tanto coisas / conteúdos de outras disciplinas na sua disciplina (quando não é pré requisito);
- Acho importante o conceito de pré requisito, mas acredito que uma disciplina não deveria TRANCAR outra(s). Deveria haver avisos de que é muito importante ter cursado a disciplina anterior, mas não impedir o aluno de se matricular nela. Porque as vezes ele pode estar perdendo a chance de conseguir uma aprovação (por estudos pessoais ou conhecimentos ja adquiridos na vida dele) naquela ano simplesmente porque não pôde se matricular na disciplina. Isso, na minha opinião, acaba deixando o curso mais difícil e longo, porque é uma das causas de vários alunos não conseguirem se formar em 4 anos regularmente.","Não vejo grandes problemas na estrutura física da Universidade. Poderia ser melhor, claro, mas não acho que o motivo para a reprovação dos alunos seja esse.","Até R$1000,00",A pé,Não,Sim,Sim,Sim,Parcialmente,Promissor,"Não completamente, visto que é um curso muito focado em teorias e pesquisa, o que acaba sendo diferente do trabalho prático nas empresas. Claro que utilizamos muita coisa aprendida no curso, mas acredito que o foco dele não é esse.",Sim,Não,Nao,Público
7/9/2020 9:17:25,Masculino,21,Ciência da Computação - UFFS (Universidade Federal Fronteira Sul),2017,6º período / 3º ano,Noturno,Sim,Só consegui trabalho ou estágio com computação após o ingresso no curso.,"O curso é gratuito / consegui bolsa, Acredito que o curso é adequado ao meu perfil.","Experiência profissional, Gosto de jogos, internet e computador, Emprego futuro, Gosto do Curso, O curso é gratuito / consegui bolsa",Não,menos que 1 hora,Sempre,Sim,Baixa,"Conteúdo das disciplinas, Tempo para estudar, Metodologias utilizadas pelos professores","Teoria da Computação (análise de algoritmos, lógica, computabilidade, linguagens formais), Matemática da Computação (matemática simbólica, cálculo, modelos análicos e de simulação)",Bastante,Razoavelmente,Não,10,Algumas,"Falta de estudo, Disciplina muito difícil, Dificuldade para entender as explicações do professor, Trabalhos difíceis ou extensos, Provas abstratas",Dificuldade com o conteúdo,Dimnuir as matérias comuns e fazer matérias mais complexas em várias partes,Não,"De R$3000,00 a R$5000,00",Transporte público,Não,Sim,Não saberia dizer,Sim,Sim,Promissor,Não,Sim,Não,,Público
7/9/2020 9:18:41,Masculino,22,Ciência da Computação - UFFS (Universidade Federal Fronteira Sul),2019,3º período / 2º ano,Noturno,Sim,Já trabalhei ou estagiei na área da computação antes de entrar no curso.,Emprego futuro,Desafio / Motivação pessoal,Bastante,menos que 1 hora,Sempre,Estudo pelos slides e pelas anotações das aulas que assisto.,Mediana,"Conteúdo das disciplinas, Tempo para estudar","Matemática da Computação (matemática simbólica, cálculo, modelos análicos e de simulação)",Bastante,Pouca,"Não, eu não tenho horário para procurá-los",1,"Não, nenhuma","Falta de estudo, Dificuldade para entender as explicações do professor, Trabalhos difíceis ou extensos",No horário noturno a maioria dos alunos trabalha e estuda em horário comercial e diversas atividades tem sua realização em casa onde a maioria não consegue realizá-las  pois o único  horário que tem disponível é o domingo e também o unicodia para descansar,Menos atividades  extra aula,A estrutura é ótima o problema é   extra aula,"De R$1000,00 a R$3000,00",Transporte público,Não,Sim,Sim,Sim,Sim,Promissor,Não,Sim,Sim,Não ,Público
7/9/2020 9:23:42,Masculino,24,Ciência da Computação - UFFS (Universidade Federal Fronteira Sul),2016,8º período / 4º ano,Noturno,Sim,Só consegui trabalho ou estágio com computação após o ingresso no curso.,"Experiência profissional, Gosto de jogos, internet e computador, Emprego futuro, Realização de cursos técnicos, O curso é gratuito / consegui bolsa, Acredito que o curso é adequado ao meu perfil.","Experiência profissional, Gosto de jogos, internet e computador, Emprego futuro, Interação com os colegas do curso, Gosto do Curso, Desafio / Motivação pessoal, O curso é na cidade em que moro, O curso é gratuito / consegui bolsa, O curso é adequado ao meu perfil.",Razoavelmente,entre 2 e 3 horas,Às vezes,Sim,Mediana,"Metodologias utilizadas pelos professores, Perceber a aplicabilidade dos conteúdos, Falta de abstração","Matemática da Computação (matemática simbólica, cálculo, modelos análicos e de simulação), Sistemas de Computação (Hardware, Arquitetura de Sistemas de Computação)",Razoavelmente,Pouca,"Sim, algumas vezes",3,"Sim, todas","Falta de estudo, Dificuldade para entender as explicações do professor, Provas abstratas, Avaliações incompatíveis com a matéria dada",Os principais motivos provavelmente são falta de estudo e professores que não explicam muito bem. Mas computação em geral é uma área um pouco complexa no início e às vezes é difícil para os novos ingressantes abstraírem todo o conteúdo que servirá de base para as disciplinas futuras.,"Mostrar maior aplicabilidade dos conteúdos ensinados, fazer trabalhos que exijam dos alunos mas que não sejam muito demorados para se fazer, ter mais projetos de pesquisa e extensão e tentar aproximar mais professores e alunos.",A estrutura física da Instituição em que eu estudo é excelente.,"De R$3000,00 a R$5000,00",Transporte público,Não,Sim,Sim,Sim,Sim,Muito promissor,"Sim, o curso fornece as bases e ferramentas suficientes para que sirvam como base para aprendermos coisas novas.",Não,Sim,Não.,Técnico subsequente em Informática
7/9/2020 9:24:04,Masculino,23,Ciência da Computação - UFFS (Universidade Federal Fronteira Sul),2019,2º período / 1º ano,Noturno,Sim,Só consegui trabalho ou estágio com computação após o ingresso no curso.,"Gosto de jogos, internet e computador, Emprego futuro, O curso é gratuito / consegui bolsa, Acredito que o curso é adequado ao meu perfil.","Experiência profissional, Emprego futuro, Gosto do Curso, O curso é adequado ao meu perfil.",Muito Pouco,menos que 1 hora,Frequentemente,Sim,Mediana,"Conteúdo das disciplinas, Tempo para estudar, Falta de abstração","Teoria da Computação (análise de algoritmos, lógica, computabilidade, linguagens formais), Matemática da Computação (matemática simbólica, cálculo, modelos análicos e de simulação)",Bastante,Pouca,"Sim, algumas vezes",1,"Sim, todas","Falta de estudo, Disciplina muito difícil, Não consegui nota suficiente","Matérias difíceis, algumas pessoas não dispõem do tempo ideal para estudar a matéria em casa.","Talvez deixar algumas matérias mais abstratas, objetivas, para extrair o máximo em tempo de aula.","Não interfere de forma negativa, a estrutura é muito boa em geral. Único contra é a distância, pois como é afastada da cidade, o deslocamento é longo.","De R$1000,00 a R$3000,00",Moto,Não,Sim,Sim,Sim,Parcialmente,Promissor,"Especificamente para o mercado não. Dá o conhecimento sobre o tema, que o aluno deve converter para o uso desejado, nesse caso para o mercado de trabalho.",Sim,Sim,"Não sofri. Por permanecer pouco em ambientes sociais fora da sala de aula, nunca presenciei.",Público
7/9/2020 9:32:10,Masculino,25,Ciência da Computação - UFFS (Universidade Federal Fronteira Sul),2013,10º período / 5º ano,Noturno,Sim,Só consegui trabalho ou estágio com computação após o ingresso no curso.,O curso é gratuito / consegui bolsa,Não sei o motivo,Razoavelmente,menos que 1 hora,Sempre,Sim,Baixa,"Problemas familiares, pessoais ou falta de motivação, Falta de abstração","Teoria da Computação (análise de algoritmos, lógica, computabilidade, linguagens formais), Matemática da Computação (matemática simbólica, cálculo, modelos análicos e de simulação)",Completamente,Não,"Não, meus horários livres não coincidem com os horários de atendimento deles.",6,"Sim, todas","Falta de estudo, Trabalhos difíceis ou extensos, Avaliações incompatíveis com a matéria dada, Motivos pessoais","Acho que é uma união entre a desistência dos alunos com a dos professores e o efeito cascata de reprovar em uma matéria e numa mais conseguir vaga, pois os horários são todos quebrados ","As matérias não deveriam se quebradas em vários horários, fora isso não muito o que fazer. Além de talvez, fazer algumas aulas não presenciais pq o trajeto até a faculdade é horrível para quem trabalha ","Ah poxa, o lugar é a central do desânimo pra mim, eu chego a ter crises respitorias dentro da sala por me sentir sufocado e na bad ","De R$3000,00 a R$5000,00",Transporte público,Não,Sim,Não saberia dizer,Não,Parcialmente,Nada promissor,"Não, nunca ",Sim,Sim,Nunca ,Público
7/9/2020 9:32:32,Feminino,18,Ciência da Computação - UFFS (Universidade Federal Fronteira Sul),2019,3º período / 2º ano,Integral,Não,Nunca trabalhei na área.,"Emprego futuro, Acredito que o curso é adequado ao meu perfil.","Emprego futuro, Oportunidades que a universidade apresenta (ex: estágio, projeto de pesquisa, etc), Gosto do Curso",Razoavelmente,menos que 1 hora,Frequentemente,Não,Baixa,"Conteúdo das disciplinas, Problemas familiares, pessoais ou falta de motivação, Falta de abstração","Matemática da Computação (matemática simbólica, cálculo, modelos análicos e de simulação), Sistemas de Computação (Hardware, Arquitetura de Sistemas de Computação)",Bastante,Razoavelmente,Não,2,"Não, nenhuma","Falta de estudo, Disciplina muito difícil, Dificuldade para entender as explicações do professor, Provas abstratas, Motivos pessoais",Conteúdo difícil e falta de motivação ,Melhores métodos de ensino ,"Em nada, ótima estrutura","De R$3000,00 a R$5000,00",Transporte público,Não,Sim,Sim,Sim,Parcialmente,Não sei dizer,,Sim,Não,,Público
7/9/2020 9:36:13,Masculino,25,Ciência da Computação - UFFS (Universidade Federal Fronteira Sul),2013,10º período / 5º ano,Noturno,Sim,Nunca trabalhei na área.,"Gosto de jogos, internet e computador, O curso é gratuito / consegui bolsa, Acredito que o curso é adequado ao meu perfil.","Experiência profissional, Emprego futuro",Razoavelmente,entre 1 e 2 horas,Às vezes,Estudo pelos slides e pelas anotações das aulas que assisto.,Mediana,"Tempo para estudar, Falta de contato entre professor e aluno para sanar dúvidas","Matemática da Computação (matemática simbólica, cálculo, modelos análicos e de simulação), Sistemas de Computação (Hardware, Arquitetura de Sistemas de Computação)",Completamente,Não,"Não, eu não tenho horário para procurá-los",4,"Sim, todas","Disciplina muito difícil, Dificuldade para entender as explicações do professor, Trabalhos difíceis ou extensos",O curso é difícil. As disciplinas são difíceis. E somado a isso os estudantes não se dedicam o quanto deveriam e desistem cedo demais.,Melhor elaboração do conteúdo proposto em algumas matérias. Algumas são muito pesadas (dividir) enquanto outras são muito leves.,Muito. Tem acesso a laboratórios é muito bom. A UFFS está de parabéns!,"De R$1000,00 a R$3000,00",ônibus fretado.,Não,Sim,Sim,Sim,Sim,Muito promissor,"Não. O curso prepara o aluno para o futuro acadêmico, mestrado, doutorado. A pouco foco no mercado de trabalho.",Sim,Sim,"Não, nada demais a meu ver.",Público
7/9/2020 9:44:44,Feminino,20,Ciência da Computação - UFFS (Universidade Federal Fronteira Sul),2019,3º período / 2º ano,Integral,Não,Nunca trabalhei na área.,"Emprego futuro, Realização de cursos técnicos, O curso é na cidade em que moro, O curso é gratuito / consegui bolsa, Acredito que o curso é adequado ao meu perfil.","Gosto de jogos, internet e computador, Emprego futuro, Oportunidades que a universidade apresenta (ex: estágio, projeto de pesquisa, etc), Interação com os professores do curso, Gosto do Curso, Desafio / Motivação pessoal, O curso é na cidade em que moro, O curso é gratuito / consegui bolsa, O curso é adequado ao meu perfil.",Razoavelmente,entre 1 e 2 horas,Sempre,Estudo pelos slides e pelas anotações das aulas que assisto.,Mediana,"Conteúdo das disciplinas, Tempo para estudar, Perceber a aplicabilidade dos conteúdos, Falta de abstração","Teoria da Computação (análise de algoritmos, lógica, computabilidade, linguagens formais), Matemática da Computação (matemática simbólica, cálculo, modelos análicos e de simulação)",Bastante,Razoavelmente,"Sim, algumas vezes",2,"Não, nenhuma","Falta de estudo, Dificuldade para entender as explicações do professor, Provas abstratas, Não consegui nota suficiente","Falta de estudo, organização do horário para estudar, explicação dos professores, provas muito complexas.",Mais atenção dos professores principalmente nas matérias de matemática. Orientação quanto a organização dos estudos. Exercícios condizentes com o nível da prova.,Mediano. O importante é ter um espaço de estudos adequados.,"De R$7000,00 a R$9000,00",Transporte público,Não,Sim,Sim,Sim,Sim,Muito promissor,Sim. Muito bem.,Não,Não,Não.,Técnico integrado em Informática
7/9/2020 9:45:15,Masculino,19,Ciência da Computação - UFFS (Universidade Federal Fronteira Sul),2018,5º período / 3º ano,Integral,Não,Nunca trabalhei na área.,"Experiência profissional, Sugestão da família e/ou amigos, Emprego futuro, Acredito que o curso é adequado ao meu perfil.","Experiência profissional, incentivo da família e/ou amigos, Emprego futuro, Oportunidades que a universidade apresenta (ex: estágio, projeto de pesquisa, etc), Interação com os colegas do curso, Interação com os professores do curso, Gosto do Curso, Desafio / Motivação pessoal, O curso é adequado ao meu perfil.",Bastante,menos que 1 hora,Sempre,Sim,Baixa,"Conteúdo das disciplinas, Tempo para estudar, Metodologias utilizadas pelos professores, Perceber a aplicabilidade dos conteúdos, Falta de abstração","Matemática da Computação (matemática simbólica, cálculo, modelos análicos e de simulação), Sistemas de Computação (Hardware, Arquitetura de Sistemas de Computação)",Completamente,Bastante,"Não, meus horários livres não coincidem com os horários de atendimento deles.",4,Algumas,"Falta de estudo, Disciplina muito difícil, Dificuldade para entender as explicações do professor, Trabalhos difíceis ou extensos",Sobrecarga de atividades ,Professores podem se organizar para fazer seus trabalhos mais importantes em períodos diferentes do semestre ,"Muito, é necessária uma boa estrutura para uma boa experiência ","De R$1000,00 a R$3000,00",Moto,Não,Sim,Sim,Não,Sim,Muito promissor,Sim,Sim,Sim,Não ,Público
